internal_id,title,raw_description,time,hourly,pay,html_desc,phase
44,Watch and Rate Advertisements,"Watch short video advertisements and rate each one on clarity, emotional appeal, and persuasiveness. You'll also answer a few questions about product recall and purchase interest. Label: Survey, Requirements: Audio, Allowed Devices: Desktop",25,11.5,4.791666667,"<p><b>Time:</b> 25 minutes | <b>Pay:</b> $4.80 <b>($11.50/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> Audio | <b>Allowed Devices:</b> Desktop<br>Watch short video advertisements and rate each one on clarity, emotional appeal, and persuasiveness. You'll also answer a few questions about product recall and purchase interest.</p>",1
45,Political Opinion Poll,"Complete a survey regarding your political opinions and attitudes toward current national issues. Thoughtful, sincere responses are critical to ensure accuracy in public opinion research. Label: Survey, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",25,9,3.75,"<p><b>Time:</b> 25 minutes | <b>Pay:</b> $3.80 <b>($9.00/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Complete a survey regarding your political opinions and attitudes toward current national issues. Thoughtful, sincere responses are critical to ensure accuracy in public opinion research.</p>",1
46,Predict the Next Item in a Sequence,"Identify and extend sequences (e.g., 2, 4, 8, __) using logical or mathematical reasoning. The tasks are increasing in difficulty, and we will post a leaderboard sharing the names of the best participants. Label: Game, Requirements: None, Allowed Devices: Desktop",50,17.5,14.58333333,"<p><b>Time:</b> 50 minutes | <b>Pay:</b> $14.60 <b>($17.50/hr)</b><br><b>Label:</b> Game | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>Identify and extend sequences (e.g., 2, 4, 8, __) using logical or mathematical reasoning. The tasks are increasing in difficulty, and we will post a leaderboard sharing the names of the best participants.</p>",1
47,Video interview about volunteering and civic engagement,"You will participate in a one-on-one video call with a researcher who will ask open-ended questions about any volunteering, activism, or community involvement you have done, including what motivated you and how those experiences felt. The conversation will be recorded for analysis and requires a stable internet connection, a working microphone, and a webcam. Label: Interview, Requirements: Camera, Microphone, Allowed Devices: Mobile, Tablet, Desktop",55,14,12.83333333,"<p><b>Time:</b> 55 minutes | <b>Pay:</b> $12.80 <b>($14.00/hr)</b><br><b>Label:</b> Interview | <b>Requirements:</b> Camera, Microphone | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will participate in a one-on-one video call with a researcher who will ask open-ended questions about any volunteering, activism, or community involvement you have done, including what motivated you and how those experiences felt. The conversation will be recorded for analysis and requires a stable internet connection, a working microphone, and a webcam.</p>",1
48,Household budgeting spreadsheet scenario,"You will work through a small set of fictional budgeting scenarios (for example, planning monthly expenses for a family) by entering numbers into a simple online spreadsheet and choosing between different saving or spending options. At the end, you will answer a few questions about how difficult each scenario felt; this is done entirely in your browser with no audio, camera, or software download. Label: Survey, Requirements: Camera, Software download, Allowed Devices: Mobile, Tablet, Desktop",20,13,4.333333333,"<p><b>Time:</b> 20 minutes | <b>Pay:</b> $4.30 <b>($13.00/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will work through a small set of fictional budgeting scenarios (for example, planning monthly expenses for a family) by entering numbers into a simple online spreadsheet and choosing between different saving or spending options. At the end, you will answer a few questions about how difficult each scenario felt; this is done entirely in your browser with no audio, camera, or software download.</p>",1
49,Reflect on a Decision You Regret,"Write several paragraphs describing a decision you regret, how it unfolded, and what you would do differently today. The task is part of a study on cognitive dissonance and decision-making. Label: Writing, Requirements: None, Allowed Devices: Desktop",25,18.5,7.708333333,"<p><b>Time:</b> 25 minutes | <b>Pay:</b> $7.70 <b>($18.50/hr)</b><br><b>Label:</b> Writing | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>Write several paragraphs describing a decision you regret, how it unfolded, and what you would do differently today. The task is part of a study on cognitive dissonance and decision-making.</p>",1
50,Quick AI-generated text evaluation task,"You will be shown very short text responses generated by an AI assistant (such as answers to simple questions) and asked to rate them for correctness and clarity on a 1-5 scale. This is a brief, fast-paced task that requires only your web browser and no microphone, camera, or software installation. Label: AI task, Requirements: Camera, Microphone, Software download, Allowed Devices: Mobile, Tablet, Desktop",5,18,1.5,"<p><b>Time:</b> 5 minutes | <b>Pay:</b> $1.50 <b>($18.00/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Camera, Microphone, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will be shown very short text responses generated by an AI assistant (such as answers to simple questions) and asked to rate them for correctness and clarity on a 1-5 scale. This is a brief, fast-paced task that requires only your web browser and no microphone, camera, or software installation.</p>",1
51,Categorize Background Sounds in Audio Clips,"Listen to short audio clips and select what type of ambient noise is present (e.g., traffic, birds, appliances, silence). The clips are 3-10 seconds each and require headphones or speakers. Label: Annotation, Requirements: Audio, Allowed Devices: Desktop",20,13,4.333333333,"<p><b>Time:</b> 20 minutes | <b>Pay:</b> $4.30 <b>($13.00/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Audio | <b>Allowed Devices:</b> Desktop<br>Listen to short audio clips and select what type of ambient noise is present (e.g., traffic, birds, appliances, silence). The clips are 3-10 seconds each and require headphones or speakers.</p>",1
52,Browser-based news article evaluation with helper plugin,"You will install a small browser extension that highlights certain sentences in online news articles, then read several articles and rate how balanced, trustworthy, or biased they seem using in-page rating widgets. You will also complete a short questionnaire about your news consumption habits; this task requires a one-time software download (browser extension) but does not use your camera or microphone. Label: AI task, Requirements: Camera, Microphone, Software download, Allowed Devices: Mobile, Tablet, Desktop",35,15.5,9.041666667,"<p><b>Time:</b> 35 minutes | <b>Pay:</b> $9.00 <b>($15.50/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Camera, Microphone, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will install a small browser extension that highlights certain sentences in online news articles, then read several articles and rate how balanced, trustworthy, or biased they seem using in-page rating widgets. You will also complete a short questionnaire about your news consumption habits; this task requires a one-time software download (browser extension) but does not use your camera or microphone.</p>",1
53,Rapid sentence rewriting with an AI assistant,"You will see short, slightly awkward sentences (e.g., from emails or marketing blurbs) and use a built-in AI tool to generate alternative phrasings, then choose which version you think is clearest and most natural. The task is quick but involves many small decisions; everything happens in your browser with no need for audio, camera, or extra software. Label: AI task, Requirements: Camera, Software download, Allowed Devices: Mobile, Tablet, Desktop",5,11.5,0.958333333,"<p><b>Time:</b> 5 minutes | <b>Pay:</b> $1.00 <b>($11.50/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will see short, slightly awkward sentences (e.g., from emails or marketing blurbs) and use a built-in AI tool to generate alternative phrasings, then choose which version you think is clearest and most natural. The task is quick but involves many small decisions; everything happens in your browser with no need for audio, camera, or extra software.</p>",1
54,Personal Finance Habits Interview,"Participate in a video interview to discuss your personal finance management and budgeting habits. You'll share experiences, strategies, and financial tools you regularly use. Label: Interview, Requirements: Camera, Microphone, Allowed Devices: Mobile, Tablet, Desktop",45,15.5,11.625,"<p><b>Time:</b> 45 minutes | <b>Pay:</b> $11.60 <b>($15.50/hr)</b><br><b>Label:</b> Interview | <b>Requirements:</b> Camera, Microphone | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Participate in a video interview to discuss your personal finance management and budgeting habits. You'll share experiences, strategies, and financial tools you regularly use.</p>",1
55,Share Oral Hygiene Habits,"Answer questions about your brushing, rinsing, and toothpaste brand preferences. Answer detailed questions about every brushing and rinsing activity you did yesterday and today. For each event, you'll report timing, duration, and product used, mostly using 1-7 scales. Label: Survey, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",10,8.5,1.416666667,"<p><b>Time:</b> 10 minutes | <b>Pay:</b> $1.40 <b>($8.50/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Answer questions about your brushing, rinsing, and toothpaste brand preferences. Answer detailed questions about every brushing and rinsing activity you did yesterday and today. For each event, you'll report timing, duration, and product used, mostly using 1-7 scales.</p>",1
56,Webcam-assisted study on posture during computer use,"You will be asked to sit at your computer as you normally would while your webcam periodically captures images to study posture and screen distance, and you will answer some questions about your typical device use. The task involves minimal interaction but does require camera access for the duration and a short questionnaire at the end; no microphone or additional software downloads are needed. Label: AI task, Requirements: Camera, Microphone, Software download, Allowed Devices: Desktop",40,21,14,"<p><b>Time:</b> 40 minutes | <b>Pay:</b> $14.00 <b>($21.00/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Camera, Microphone, Software download | <b>Allowed Devices:</b> Desktop<br>You will be asked to sit at your computer as you normally would while your webcam periodically captures images to study posture and screen distance, and you will answer some questions about your typical device use. The task involves minimal interaction but does require camera access for the duration and a short questionnaire at the end; no microphone or additional software downloads are needed.</p>",1
57,Short labeling task for online forum comments,"You will read short, anonymized comments from online discussion forums and classify each one by its main topic (e.g., technology, relationships, work) and tone (e.g., supportive, hostile, neutral) using simple checkboxes. The task is mildly repetitive but easy to follow, and it runs entirely in your browser with no need for audio, camera, or downloads. Label: Annotation, Requirements: Camera, Allowed Devices: Mobile, Tablet, Desktop",20,8,2.666666667,"<p><b>Time:</b> 20 minutes | <b>Pay:</b> $2.70 <b>($8.00/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Camera | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will read short, anonymized comments from online discussion forums and classify each one by its main topic (e.g., technology, relationships, work) and tone (e.g., supportive, hostile, neutral) using simple checkboxes. The task is mildly repetitive but easy to follow, and it runs entirely in your browser with no need for audio, camera, or downloads.</p>",1
58,Meal Planning Writing Task,"Write a short, detailed description of how you plan your weekly meals, including factors influencing your decisions such as nutrition, budget, or convenience. Your thoughtful approach will help others seeking meal-planning guidance. Label: Writing, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",25,14.5,6.041666667,"<p><b>Time:</b> 25 minutes | <b>Pay:</b> $6.00 <b>($14.50/hr)</b><br><b>Label:</b> Writing | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Write a short, detailed description of how you plan your weekly meals, including factors influencing your decisions such as nutrition, budget, or convenience. Your thoughtful approach will help others seeking meal-planning guidance.</p>",1
59,Transcribing handwritten notes from photos,"You will see photos of handwritten notes from a classroom setting and type the text into an online form, doing your best to preserve spelling and line breaks while skipping clearly illegible words. The handwriting can be messy and the work somewhat tedious, but everything is completed in your browser with no audio, camera, or software installation needed. Label: Annotation, Requirements: Camera, Software download, Allowed Devices: Mobile, Tablet, Desktop",30,8,4,"<p><b>Time:</b> 30 minutes | <b>Pay:</b> $4.00 <b>($8.00/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will see photos of handwritten notes from a classroom setting and type the text into an online form, doing your best to preserve spelling and line breaks while skipping clearly illegible words. The handwriting can be messy and the work somewhat tedious, but everything is completed in your browser with no audio, camera, or software installation needed.</p>",1
60,Pet adoption preference survey,"You will answer a series of detailed questions about your lifestyle, home environment, and preferences (e.g., energy level, shedding, training experience) to help researchers understand what makes certain pets feel like a 'good fit' for different people. You'll also rate several short pet profiles (with photos and descriptions) for how likely you would be to adopt them; this is a standard browser survey that does not require audio, camera, or any software download. Label: AI task, Requirements: Camera, Allowed Devices: Mobile, Tablet, Desktop",10,8.5,1.416666667,"<p><b>Time:</b> 10 minutes | <b>Pay:</b> $1.40 <b>($8.50/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Camera | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will answer a series of detailed questions about your lifestyle, home environment, and preferences (e.g., energy level, shedding, training experience) to help researchers understand what makes certain pets feel like a 'good fit' for different people. You'll also rate several short pet profiles (with photos and descriptions) for how likely you would be to adopt them; this is a standard browser survey that does not require audio, camera, or any software download.</p>",1
61,Travel Experience Writing,"Answer a series of detailed questions about a recent trip you took. You'll be asked about your destination, purpose of travel, transportation and accommodation choices, standout experiences, and any practical tips you'd offer others. Most questions are open-ended or use rating scales to assess aspects like satisfaction, comfort, and cost. Label: Survey, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",35,12.5,7.291666667,"<p><b>Time:</b> 35 minutes | <b>Pay:</b> $7.30 <b>($12.50/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Answer a series of detailed questions about a recent trip you took. You'll be asked about your destination, purpose of travel, transportation and accommodation choices, standout experiences, and any practical tips you'd offer others. Most questions are open-ended or use rating scales to assess aspects like satisfaction, comfort, and cost.</p>",1
62,Extended autobiographical writing exercise,"You will respond in depth to a series of prompts about key turning points in your life (such as an important decision or challenge), writing several paragraphs for each prompt in a free-text box. The study is quite long and reflective, but it is purely text-based and does not require audio, camera, or software download. Label: Survey, Requirements: Camera, Allowed Devices: Mobile, Tablet, Desktop",55,15.5,14.20833333,"<p><b>Time:</b> 55 minutes | <b>Pay:</b> $14.20 <b>($15.50/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> Camera | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will respond in depth to a series of prompts about key turning points in your life (such as an important decision or challenge), writing several paragraphs for each prompt in a free-text box. The study is quite long and reflective, but it is purely text-based and does not require audio, camera, or software download.</p>",1
63,Website usability test with screen-based tasks,"You will be given access to a prototype shopping website and asked to complete a series of navigation tasks, such as finding a specific product, comparing prices, and locating return policies, while reporting any confusing elements. At the end, you will answer follow-up questions about what felt easy or frustrating; this study only requires a desktop or laptop with a modern browser and no microphone or camera. Label: AI task, Requirements: Camera, Microphone, Allowed Devices: Desktop",25,13,5.416666667,"<p><b>Time:</b> 25 minutes | <b>Pay:</b> $5.40 <b>($13.00/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Camera, Microphone | <b>Allowed Devices:</b> Desktop<br>You will be given access to a prototype shopping website and asked to complete a series of navigation tasks, such as finding a specific product, comparing prices, and locating return policies, while reporting any confusing elements. At the end, you will answer follow-up questions about what felt easy or frustrating; this study only requires a desktop or laptop with a modern browser and no microphone or camera.</p>",1
64,Short Interview on Online Privacy Habits,"Participate in a one-on-one video interview where you'll answer questions about your digital privacy concerns and behaviors. This task requires a working camera and microphone. Label: Interview, Requirements: Camera, Microphone, Allowed Devices: Desktop",20,10,3.333333333,"<p><b>Time:</b> 20 minutes | <b>Pay:</b> $3.30 <b>($10.00/hr)</b><br><b>Label:</b> Interview | <b>Requirements:</b> Camera, Microphone | <b>Allowed Devices:</b> Desktop<br>Participate in a one-on-one video interview where you'll answer questions about your digital privacy concerns and behaviors. This task requires a working camera and microphone.</p>",1
65,Music clip genre and mood tagging with headphones,"You will listen to short audio clips of songs and instrumental pieces and label each one for genre (e.g., pop, rock, classical) and mood (e.g., calm, energetic, sad) using dropdown menus. The task is moderately long and repetitive, and you will need functioning headphones or speakers but no microphone, camera, or software downloads. Label: Annotation, Requirements: Camera, Microphone, Audio, Software download, Allowed Devices: Mobile, Tablet, Desktop",50,11.5,9.583333333,"<p><b>Time:</b> 50 minutes | <b>Pay:</b> $9.60 <b>($11.50/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Camera, Microphone, Audio, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will listen to short audio clips of songs and instrumental pieces and label each one for genre (e.g., pop, rock, classical) and mood (e.g., calm, energetic, sad) using dropdown menus. The task is moderately long and repetitive, and you will need functioning headphones or speakers but no microphone, camera, or software downloads.</p>",1
66,Video-call interview about online learning habits,"You will join a scheduled video call with a researcher who will ask semi-structured questions about your experiences with online courses, tutorials, and self-paced learning platforms, while you speak freely about both positive and negative experiences. This task requires a stable internet connection, a working microphone, and a camera turned on for the duration of the interview, and you must be in a quiet environment. Label: Interview, Requirements: Camera, Microphone, Allowed Devices: Mobile, Tablet, Desktop",50,21,17.5,"<p><b>Time:</b> 50 minutes | <b>Pay:</b> $17.50 <b>($21.00/hr)</b><br><b>Label:</b> Interview | <b>Requirements:</b> Camera, Microphone | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will join a scheduled video call with a researcher who will ask semi-structured questions about your experiences with online courses, tutorials, and self-paced learning platforms, while you speak freely about both positive and negative experiences. This task requires a stable internet connection, a working microphone, and a camera turned on for the duration of the interview, and you must be in a quiet environment.</p>",1
67,Movie Trailer Emotional Annotation,"Watch a series of short movie trailers and tag each with the emotions they evoke. Your careful attention and honest responses help us analyze emotional storytelling. Label: Annotation, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",30,9,4.5,"<p><b>Time:</b> 30 minutes | <b>Pay:</b> $4.50 <b>($9.00/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Watch a series of short movie trailers and tag each with the emotions they evoke. Your careful attention and honest responses help us analyze emotional storytelling.</p>",1
68,Rate 3D Object Models,"View a series of 3D object renders (rotatable models) and rate each one for how realistic and natural it looks. This task supports improving 3D asset quality for educational games. Label: AI task, Requirements: None, Allowed Devices: Desktop",15,11,2.75,<p><b>Time:</b> 15 minutes | <b>Pay:</b> $2.80 <b>($11.00/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>View a series of 3D object renders (rotatable models) and rate each one for how realistic and natural it looks. This task supports improving 3D asset quality for educational games.</p>,1
69,Tagging social media posts for tone and topic,"You will be shown short, anonymized social media posts and asked to label them for tone (e.g., joking, frustrated, neutral) and topic (e.g., work, health, politics) by clicking checkboxes in an annotation interface. The task is fairly repetitive but straightforward and runs entirely in your browser with no need for audio, camera, or extra software. Label: Annotation, Requirements: Camera, Software download, Allowed Devices: Mobile, Tablet, Desktop",30,12.5,6.25,"<p><b>Time:</b> 30 minutes | <b>Pay:</b> $6.20 <b>($12.50/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will be shown short, anonymized social media posts and asked to label them for tone (e.g., joking, frustrated, neutral) and topic (e.g., work, health, politics) by clicking checkboxes in an annotation interface. The task is fairly repetitive but straightforward and runs entirely in your browser with no need for audio, camera, or extra software.</p>",1
70,Creative micro-story writing task,"You will be asked to write three very short stories (about 80-120 words each) in response to prompts about everyday situations, such as running late for a meeting or receiving an unexpected gift. You'll also answer a few quick questions about your writing habits; this task is fully text-based and requires no microphone, camera, or software download. Label: Writing, Requirements: Camera, Microphone, Software download, Allowed Devices: Mobile, Tablet, Desktop",15,10,2.5,"<p><b>Time:</b> 15 minutes | <b>Pay:</b> $2.50 <b>($10.00/hr)</b><br><b>Label:</b> Writing | <b>Requirements:</b> Camera, Microphone, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will be asked to write three very short stories (about 80-120 words each) in response to prompts about everyday situations, such as running late for a meeting or receiving an unexpected gift. You'll also answer a few quick questions about your writing habits; this task is fully text-based and requires no microphone, camera, or software download.</p>",1
71,Transcribe a PDF,"Manually copy the text of a dense 2-page scanned PDF (tables included) into a Word file with formatting preserved. Label: Writing, Requirements: None, Allowed Devices: Desktop",50,15.5,12.91666667,<p><b>Time:</b> 50 minutes | <b>Pay:</b> $12.90 <b>($15.50/hr)</b><br><b>Label:</b> Writing | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>Manually copy the text of a dense 2-page scanned PDF (tables included) into a Word file with formatting preserved.</p>,1
72,Spot the Real Product in a Lineup,"You'll be shown sets of many product mockups (e.g., cereal brands). Only one item in each set is real. Choose the one you think actually exists. Your responses will help us build better spam filters. Label: AI task, Requirements: None, Allowed Devices: Desktop",20,16,5.333333333,"<p><b>Time:</b> 20 minutes | <b>Pay:</b> $5.30 <b>($16.00/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>You'll be shown sets of many product mockups (e.g., cereal brands). Only one item in each set is real. Choose the one you think actually exists. Your responses will help us build better spam filters.</p>",1
73,Transcribe Customer Support Calls,"Listen to a series of short, audio clips from real customer support interactions and transcribe them word-for-word into a text box. You'll need strong listening skills, especially with background noise and overlapping speech. Label: Annotation, Requirements: Audio, Allowed Devices: Desktop",50,10.5,8.75,"<p><b>Time:</b> 50 minutes | <b>Pay:</b> $8.80 <b>($10.50/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Audio | <b>Allowed Devices:</b> Desktop<br>Listen to a series of short, audio clips from real customer support interactions and transcribe them word-for-word into a text box. You'll need strong listening skills, especially with background noise and overlapping speech.</p>",1
74,Audio-based pronunciation rating study,"You will listen to short audio clips of non-native speakers reading simple English sentences and rate how easy each clip is to understand using sliders and multiple-choice questions. You will need headphones or speakers but you will not be recorded yourself, and no camera or software downloads are required. Label: Survey, Requirements: Camera, Microphone, Audio, Software download, Allowed Devices: Mobile, Tablet, Desktop",35,19.5,11.375,"<p><b>Time:</b> 35 minutes | <b>Pay:</b> $11.40 <b>($19.50/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> Camera, Microphone, Audio, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will listen to short audio clips of non-native speakers reading simple English sentences and rate how easy each clip is to understand using sliders and multiple-choice questions. You will need headphones or speakers but you will not be recorded yourself, and no camera or software downloads are required.</p>",1
75,Customer support chat quality annotation,"You will read anonymized transcripts of online customer support chats and rate how helpful, polite, and efficient the agent seems, sometimes highlighting specific sentences that influenced your rating. The task involves a moderate amount of reading but is straightforward and fully browser-based, with no audio, camera, or software download required. Label: Annotation, Requirements: Camera, Software download, Allowed Devices: Mobile, Tablet, Desktop",45,10,7.5,"<p><b>Time:</b> 45 minutes | <b>Pay:</b> $7.50 <b>($10.00/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will read anonymized transcripts of online customer support chats and rate how helpful, polite, and efficient the agent seems, sometimes highlighting specific sentences that influenced your rating. The task involves a moderate amount of reading but is straightforward and fully browser-based, with no audio, camera, or software download required.</p>",1
76,Daily Routine Writing Task,"Write a detailed, reflective essay about your typical daily routine and habits, emphasizing activities you enjoy or find challenging. Your responses will be used to help others learn to stay organized. Label: Writing, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",35,10,5.833333333,"<p><b>Time:</b> 35 minutes | <b>Pay:</b> $5.80 <b>($10.00/hr)</b><br><b>Label:</b> Writing | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Write a detailed, reflective essay about your typical daily routine and habits, emphasizing activities you enjoy or find challenging. Your responses will be used to help others learn to stay organized.</p>",1
77,Mood and Music Reflection,"Participants will complete a reflective survey about how different types of music influence their current emotional state. This will require rating mood shifts and providing brief written explanations. Label: Survey, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",25,14.5,6.041666667,"<p><b>Time:</b> 25 minutes | <b>Pay:</b> $6.00 <b>($14.50/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Participants will complete a reflective survey about how different types of music influence their current emotional state. This will require rating mood shifts and providing brief written explanations.</p>",1
78,Short programming bug-identification microtask,"You will be shown small code snippets (in a common language such as Python or JavaScript) and asked to identify whether they contain a bug, and if so, select the most likely type of error from a list. The task is fairly concentrated and may feel mentally demanding but runs entirely in your browser, without any need for audio, camera, or additional software. Label: AI task, Requirements: Camera, Software download, Allowed Devices: Mobile, Tablet, Desktop",25,19,7.916666667,"<p><b>Time:</b> 25 minutes | <b>Pay:</b> $7.90 <b>($19.00/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will be shown small code snippets (in a common language such as Python or JavaScript) and asked to identify whether they contain a bug, and if so, select the most likely type of error from a list. The task is fairly concentrated and may feel mentally demanding but runs entirely in your browser, without any need for audio, camera, or additional software.</p>",1
79,Screen-time and micro-break tracking with lightweight helper tool,"You will install a small browser add-on that tracks when you're actively using your computer and prompts you to log how your eyes feel (e.g., dry, strained, fine) at several timepoints during a single focused work session. At the end, you'll complete a short survey about your usual screen habits and whether the prompts felt helpful or annoying; this is a software download usability task that does not use audio or camera. Label: AI task, Requirements: Camera, Software download, Allowed Devices: Mobile, Tablet, Desktop",25,23,9.583333333,"<p><b>Time:</b> 25 minutes | <b>Pay:</b> $9.60 <b>($23.00/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will install a small browser add-on that tracks when you're actively using your computer and prompts you to log how your eyes feel (e.g., dry, strained, fine) at several timepoints during a single focused work session. At the end, you'll complete a short survey about your usual screen habits and whether the prompts felt helpful or annoying; this is a software download usability task that does not use audio or camera.</p>",1
80,Describe Your Daily Commute,"Write several paragraphs explaining your daily commute (or why you don't have one), focusing on time, cost, transportation method, and emotional impact. The goal is to understand how commuting affects well-being. Label: Writing, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",20,11.5,3.833333333,"<p><b>Time:</b> 20 minutes | <b>Pay:</b> $3.80 <b>($11.50/hr)</b><br><b>Label:</b> Writing | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Write several paragraphs explaining your daily commute (or why you don't have one), focusing on time, cost, transportation method, and emotional impact. The goal is to understand how commuting affects well-being.</p>",1
81,Grocery receipts data entry task,"You will transcribe item names and totals from clear photos of grocery receipts into a simple spreadsheet-style form, then double-check a few entries for accuracy using on-screen highlights. The work is moderately detailed but repetitive, and you will not need any audio, camera, or software download beyond your web browser. Label: Annotation, Requirements: Camera, Software download, Allowed Devices: Mobile, Tablet, Desktop",55,12.5,11.45833333,"<p><b>Time:</b> 55 minutes | <b>Pay:</b> $11.50 <b>($12.50/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will transcribe item names and totals from clear photos of grocery receipts into a simple spreadsheet-style form, then double-check a few entries for accuracy using on-screen highlights. The work is moderately detailed but repetitive, and you will not need any audio, camera, or software download beyond your web browser.</p>",1
82,Test a Budgeting App,"Download and use a budgeting app prototype by entering a week's worth of made-up expenses and income. Afterward, answer questions about the clarity and usability of the interface. Label: AI task, Requirements: Software download, Allowed Devices: Desktop",55,11,10.08333333,"<p><b>Time:</b> 55 minutes | <b>Pay:</b> $10.10 <b>($11.00/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Software download | <b>Allowed Devices:</b> Desktop<br>Download and use a budgeting app prototype by entering a week's worth of made-up expenses and income. Afterward, answer questions about the clarity and usability of the interface.</p>",1
83,Desktop driving simulator safety study,"You will download a small driving simulator program and complete several short driving missions (such as merging, turning at intersections, or reacting to hazards) while the software logs your speed, braking, and lane position. After the driving portion, you will answer questions about what you noticed and how realistic the scenarios felt; this task requires a software download on a desktop or laptop but does not use your microphone or camera. Label: Survey, Requirements: Camera, Microphone, Software download, Allowed Devices: Desktop",40,22.5,15,"<p><b>Time:</b> 40 minutes | <b>Pay:</b> $15.00 <b>($22.50/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> Camera, Microphone, Software download | <b>Allowed Devices:</b> Desktop<br>You will download a small driving simulator program and complete several short driving missions (such as merging, turning at intersections, or reacting to hazards) while the software logs your speed, braking, and lane position. After the driving portion, you will answer questions about what you noticed and how realistic the scenarios felt; this task requires a software download on a desktop or laptop but does not use your microphone or camera.</p>",1
